id,level,system,label,raw_line
67,FATAL,BGL,1,050815 214519 167519 FATAL BGL|RAS.KERNEL: rts: kernel terminated for reason 1003
68,FATAL,BGL,1,050817 122131 306491 FATAL BGL|RAS.APP: ciod: LOGIN chdir(/p/bg1/da) failed: No such file or directory
69,FATAL,BGL,1,050822 074655 722015 FATAL BGL|RAS.APP: ciod: LOGIN chdir(/home/germann2/SPaSM_static) failed: No such file or directory
70,FATAL,BGL,1,050823 045428 798068 FATAL BGL|RAS.APP: ciod: LOGIN chdir(/home/germann2/BGL-demo) failed: No such file or directory
71,FATAL,BGL,1,050831 222953 552593 FATAL BGL|RAS.KERNEL: Lustre mount FAILED : bglio559 : point /p/gb1
72,FATAL,BGL,1,050902 063517 668117 FATAL BGL|RAS.APP: ciod: LOGIN chdir(/bglscratch/bwallen/SWL/SYS-CALLS/testcases/kernel/syscalls/truncate) failed: No such file or directory
73,FATAL,BGL,1,050903 050910 749350 FATAL BGL|RAS.APP: ciod: LOGIN chdir(/LAPACK_440d/BLAS) failed: No such file or directory
74,FATAL,BGL,1,"050910 234615 421175 FATAL BGL|RAS.APP: ciod: Error loading /bgl/apps/swl-prep/rky-swl/MPI-PERF/IMB/perf_tests/IMB-MPI1.5124KB: invalid or missing program image, No such file or directory"
75,FATAL,BGL,1,050919 093214 147534 FATAL BGL|RAS.APP: ciod: LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file or directory
76,FATAL,BGL,1,050919 140353 163833 FATAL BGL|RAS.APP: ciod: LOGIN chdir(/home/yates/SWL_tests/BGL64k_SWL_tests_develop/MPI-VAL/MPITs_v050902/rundir) failed: No such file or directory
77,FATAL,BGL,1,"050920 175522 264122 FATAL BGL|RAS.APP: ciod: Error loading /home/yates//bandwidth.rts: invalid or missing program image, No such file or directory"
78,FATAL,BGL,1,"050920 175853 264333 FATAL BGL|RAS.APP: ciod: Error loading /home/yates//torus-latency.rts: invalid or missing program image, No such file or directory"
79,FATAL,BGL,1,"050920 180115 264475 FATAL BGL|RAS.APP: ciod: Error loading /home/yates//broadcast.rts: invalid or missing program image, No such file or directory"
80,FATAL,BGL,1,050920 180156 264516 FATAL BGL|RAS.KERNEL: rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 81aa0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007
81,FATAL,BGL,1,"050920 180746 264866 FATAL BGL|RAS.APP: ciod: Error loading /bgl/apps/SWL/performance/MINIBEN//bandwidth.rts: invalid or missing program image, No such file or directory"
82,FATAL,BGL,1,"050920 181034 265034 FATAL BGL|RAS.APP: ciod: Error loading /bgl/apps/SWL/performance/MINIBEN//torus-latency.rts: invalid or missing program image, No such file or directory"
83,FATAL,BGL,1,050920 181514 265314 FATAL BGL|RAS.APP: ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.05) failed: No such file or directory
84,FATAL,BGL,1,"051001 053837 170317 FATAL BGL|RAS.APP: ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/Gunnels/VNM64/vnm.rts: invalid or missing program image, Permission denied"
85,FATAL,BGL,1,"051005 040635 510395 FATAL BGL|RAS.APP: ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, Permission denied"
86,FATAL,BGL,1,"051012 182407 166647 FATAL BGL|RAS.APP: ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, Permission denied"
87,FATAL,BGL,1,"051013 050214 204934 FATAL BGL|RAS.APP: ciod: Error loading /bgl/apps/followup/SPASM/spasm.254: invalid or missing program image, Permission denied"
88,FATAL,BGL,1,"051013 055909 208349 FATAL BGL|RAS.APP: ciod: Error loading /bgl/apps/followup/MINIBEN/MB_254_051007/torus-latency.rts: invalid or missing program image, No such file or directory"
89,FATAL,BGL,1,"051020 080309 820589 FATAL BGL|RAS.APP: ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image, Exec format error"
90,FATAL,BGL,1,"051025 074536 251536 FATAL BGL|RAS.APP: ciod: Error loading allreduce_int_V1R1.rts: invalid or missing program image, No such file or directory"
91,FATAL,BGL,1,"051028 130011 529611 FATAL BGL|RAS.KERNEL: Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=0064588e 8aff0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007"
92,FATAL,BGL,1,"051030 080037 688037 FATAL BGL|RAS.APP: ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/hpcc-1.0.0.102905_opt_essl_cpm: invalid or missing program image, Permission denied"
93,FATAL,BGL,1,"051103 070248 30168 FATAL BGL|RAS.APP: ciod: Error loading /g/g0/spelce1/HPCC_IBM/Urgent/COP/64K/RandomAccess.64R.rts: invalid or missing program image, Permission denied"
94,FATAL,BGL,1,"051103 084400 36240 FATAL BGL|RAS.APP: ciod: Error loading /home.old/glosli/src/ddcMD/ddcMD1.1.17/bin/ddcMDGbglV: invalid or missing program image, No such file or directory"
95,FATAL,BGL,1,"051103 084746 36466 FATAL BGL|RAS.APP: ciod: Error loading /home.old/glosli/src/ddcMD/ddcMD1.1.18a/bin/ddcMDGbglV: invalid or missing program image, No such file or directory"
96,FATAL,BGL,1,"051107 043210 366730 FATAL BGL|RAS.APP: ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied"
97,FATAL,BGL,1,"051108 172523 499523 FATAL BGL|RAS.KERNEL: Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00589370 90990003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007"
98,FATAL,BGL,1,"051114 182541 21541 FATAL BGL|RAS.KERNEL: Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00ce22e8 e6200003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007"
99,FATAL,BGL,1,"051115 192118 111278 FATAL BGL|RAS.KERNEL: Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=009756d5 8bfa0003 00000002 00000000) PSR0=20021f01 PSR1=00000000 PRXF=00000002 PIXF=00000007"
100,FATAL,BGL,1,"051117 050215 232535 FATAL BGL|RAS.APP: ciod: Error loading /bgl/apps/followup/SPaSM_static/SPaSM.460-1115: invalid or missing program image, Permission denied"
101,FATAL,BGL,1,051121 042318 575798 FATAL BGL|RAS.KERNEL: Lustre mount FAILED : bglio78 : block_id : location
102,FATAL,BGL,1,"051121 110804 600084 FATAL BGL|RAS.APP: ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41554, Connection timed out"
103,FATAL,BGL,1,"051121 134058 609258 FATAL BGL|RAS.APP: ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52839, Connection reset by peer"
104,FATAL,BGL,0,051124 060756 841276 FATAL BGL|RAS.KERNEL: dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000
105,FATAL,BGL,1,"051124 093805 853885 FATAL BGL|RAS.APP: ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41534, Link has been severed"
106,FATAL,BGL,0,051126 163956 51996 FATAL BGL|RAS.KERNEL: r24=0x0ffea4c8 r25=0x00000003 r26=0x0000000f r27=0xffffd000
107,FATAL,BGL,1,051130 195755 409475 FATAL BGL|RAS.APP: ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory
108,FATAL,BGL,0,051204 103127 721087 FATAL BGL|RAS.KERNEL: minus normalized number..................0
109,FATAL,BGL,0,051205 181041 835041 FATAL BGL|RAS.KERNEL: fraction rounded.........................0
110,FATAL,BGL,0,051206 174227 919747 FATAL BGL|RAS.KERNEL: size of scratchpad portion of L3.........0 (0M)
111,FATAL,BGL,1,"051208 221736 109056 FATAL BGL|RAS.APP: ciod: Error loading /g/g90/glosli/src/ddcMD/ddcMD1.1.17/bin/ddcMDbglV: invalid or missing program image, No such file or directory"
112,FATAL,BGL,1,"051209 121416 159256 FATAL BGL|RAS.APP: ciod: Error loading /p/gb1/stella/SPPM/1322/sppm_DD: invalid or missing program image, Permission denied"
113,FATAL,BGL,1,"051209 121815 159495 FATAL BGL|RAS.APP: ciod: Error loading /bgl/apps/SWL/stability/MDCASK/WORK/1383/inferno: invalid or missing program image, Permission denied"
114,FATAL,BGL,1,"051209 121919 159559 FATAL BGL|RAS.APP: ciod: Error loading /p/gb1/stella/UMT2K/1372/umt2k_DD: invalid or missing program image, Permission denied"
115,FATAL,BGL,1,"051209 123325 160405 FATAL BGL|RAS.APP: ciod: Error loading /bgl/apps/SWL/stability/NEWS05/news05_DD: invalid or missing program image, Permission denied"
116,FATAL,BGL,1,"051209 124853 161333 FATAL BGL|RAS.APP: ciod: Error loading /bgl/apps/SWL/stability/HPL/WORK/1498./hpl_DD: invalid or missing program image, No such file or directory"
117,FATAL,BGL,1,051211 191909 357549 FATAL BGL|RAS.APP: ciod: LOGIN chdir(/p/gb1/stella/RAPTOR/2183) failed: Input/output error
118,FATAL,BGL,1,"051214 143321 599601 FATAL BGL|RAS.APP: ciod: Error loading /g/g0/spelce1/Tuned/SPaSM-base/rundir/SPaSM.baseline: invalid or missing program image, Permission denied"
119,FATAL,BGL,1,"051221 072717 178837 FATAL BGL|RAS.APP: ciod: Error loading /g/g24/buber/Yunsic/BlueGene/partad.develf/taddriver.32.exe: program image too big, 361544528 > 266076160"
120,FATAL,BGL,0,051225 224715 579635 FATAL BGL|RAS.KERNEL: fpr29=0xffffffff ffffffff ffffffff ffffffff
121,FATAL,BGL,0,051226 051359 602839 FATAL BGL|RAS.KERNEL: Machine State Register: 0x0002f900
122,FATAL,Hadoop,1,151018 180626 949460 FATAL Hadoop|org.apache.hadoop.mapred.TaskAttemptListenerImpl: Task: attempt_1445144423722_0020_m_000002_0 - exited : java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost
123,INFO,BGL,0,050603 154250 838570 INFO BGL|RAS.KERNEL: instruction cache parity error corrected
124,INFO,BGL,0,050606 195140 112700 INFO BGL|RAS.KERNEL: ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff
125,INFO,BGL,0,"050608 160220 271740 INFO BGL|RAS.KERNEL: 1 ddr errors(s) detected and corrected on rank 0, symbol 25, bit 1"
126,INFO,BGL,0,050614 142733 784453 INFO BGL|RAS.KERNEL: total of 1 ddr error(s) detected and corrected
127,INFO,BGL,0,050626 092647 803207 INFO BGL|RAS.KERNEL: program interrupt: privileged instruction...0
128,INFO,BGL,0,050626 093453 803693 INFO BGL|RAS.KERNEL: program interrupt: unimplemented operation..0
129,INFO,BGL,0,050626 093645 803805 INFO BGL|RAS.KERNEL: program interrupt: imprecise exception......0
130,INFO,BGL,0,050626 102931 806971 INFO BGL|RAS.KERNEL: instruction address: 0x0062fe04
131,INFO,BGL,1,050705 122211 591331 INFO BGL|RAS.KERNEL: ciod: Missing or invalid fields on line 1 of node map file /home/auselton/bgl/64mps.sequential.mapfile
132,INFO,BGL,0,050706 065942 658382 INFO BGL|RAS.KERNEL: 1 torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected
133,INFO,BGL,0,050714 231819 408299 INFO BGL|RAS.KERNEL: ciod: Z coordinate 32 exceeds physical dimension 32 at line 33 of node map file /p/gb2/pakin1/contention-32768cpes-torus/xyzt-1x1x32768x1.map
134,INFO,BGL,0,050802 163220 25540 INFO BGL|NULL.DISCOVERY: New ido chip inserted into the database: FF:F2:9F:16:BF:6C:00:0D:60:E9:40:93 ip=10.5.0.46 v=13 t=4
135,INFO,BGL,0,050802 212833 43313 INFO BGL|NULL.DISCOVERY: New ido chip inserted into the database: FF:F2:9F:16:C4:C2:00:0D:60:E9:3B:3D ip=10.2.1.37 v=13 t=4
136,INFO,BGL,0,050804 153803 195083 INFO BGL|NULL.DISCOVERY: Ido chip status changed: FF:F2:9F:16:EB:27:00:0D:60:E9:14:D8 ip=10.0.2.192 v=13 t=4 status=M Thu Aug 04 15:29:45 PDT 2005
137,INFO,BGL,0,050809 101641 607801 INFO BGL|NULL.DISCOVERY: Ido chip status changed: FF:F2:9F:16:DC:81:00:0D:60:E9:23:7E ip=10.6.1.207 v=13 t=4 status=M Tue Aug 09 10:08:23 PDT 2005
138,INFO,BGL,0,050826 114733 82053 INFO BGL|RAS.KERNEL: iar 003a90fc dear 00b360e8
139,INFO,BGL,0,050826 114800 82080 INFO BGL|RAS.KERNEL: iar 003a90dc dear 00b35148
140,INFO,BGL,0,050826 115938 82778 INFO BGL|RAS.KERNEL: iar 003a9294 dear 00c06c48
141,INFO,BGL,0,050826 121011 83411 INFO BGL|RAS.KERNEL: iar 003a929c dear 00efc768
142,INFO,BGL,0,050826 122711 84431 INFO BGL|RAS.KERNEL: iar 003a9260 dear 012979b8
143,INFO,BGL,0,050826 122726 84446 INFO BGL|RAS.KERNEL: iar 003a9260 dear 01299e48
144,INFO,BGL,0,050828 030753 223673 INFO BGL|RAS.KERNEL: iar 00149ee0 dear 009a2788
145,INFO,BGL,0,050828 031122 223882 INFO BGL|RAS.KERNEL: iar 00149f88 dear 0099be48
146,INFO,BGL,0,050828 031557 224157 INFO BGL|RAS.KERNEL: iar 0014a150 dear 009a50f8
147,INFO,BGL,0,050828 031727 224247 INFO BGL|RAS.KERNEL: iar 00149ee0 dear 0099e5e8
148,INFO,BGL,0,050828 032045 224445 INFO BGL|RAS.KERNEL: iar 00149f88 dear 00996f88
149,INFO,BGL,0,050828 032051 224451 INFO BGL|RAS.KERNEL: iar 0014a1e4 dear 0099e6c8
150,INFO,BGL,0,050903 000153 730913 INFO BGL|RAS.KERNEL: 1 torus receiver x+ input pipe error(s) (dcr 0x02ec) detected and corrected
151,INFO,BGL,1,"050920 115730 242650 INFO BGL|NULL.DISCOVERY: Node card VPD check: U01 node in processor card slot J15 do not match. VPD ecid 04DE7DB80D7BFFFF04051B70D8D9, found 04DE7DF2D37BFFFF09081B6088D9"
152,INFO,BGL,1,"050920 124515 245515 INFO BGL|NULL.DISCOVERY: Node card VPD check: U01 node in processor card slot J08 do not match. VPD ecid 075F04E8A27BFFFF07021C3096ED, found 04D78137922FFFFF040E1C3052ED"
153,INFO,BGL,0,050926 174611 781971 INFO BGL|RAS.KERNEL: ciod: generated 128 core files for program /bgl/apps/SWL/stability/DDCMD//ddcMDbglV
154,INFO,BGL,0,050928 192237 960557 INFO BGL|RAS.KERNEL: ciod: generated 64 core files for program /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts
155,INFO,BGL,0,051003 162648 382008 INFO BGL|RAS.KERNEL: ciod: generated 108 core files for program /home/spelce1/HPCC_IBM/Urgent/VNM/32K/vnm.rts
156,INFO,BGL,0,051017 050227 550547 INFO BGL|RAS.KERNEL: data cache search parity error detected. attempting to correct
157,INFO,BGL,1,051025 085540 255740 INFO BGL|RAS.KERNEL: critical input interrupt (unit=0x0b bit=0x0b): warning for torus z- wire
158,INFO,BGL,0,051103 144350 57830 INFO BGL|RAS.KERNEL: iar 00106210 dear 0244c1dc
159,INFO,BGL,0,051103 144459 57899 INFO BGL|RAS.KERNEL: iar 00106210 dear 0244c20c
160,INFO,BGL,0,051103 144513 57913 INFO BGL|RAS.KERNEL: iar 00106228 dear 0244c1ec
161,INFO,BGL,0,051103 145329 58409 INFO BGL|RAS.KERNEL: iar 00105e94 dear 02f5883c
162,INFO,BGL,0,051103 152202 60122 INFO BGL|RAS.KERNEL: iar 00106568 dear 02494bbc
163,INFO,BGL,0,051104 085846 123526 INFO BGL|RAS.KERNEL: iar 00106570 dear 0245a10c
164,INFO,BGL,0,051104 093223 125543 INFO BGL|RAS.KERNEL: iar 00106834 dear 0245ccfc
165,INFO,BGL,0,051104 093949 125989 INFO BGL|RAS.KERNEL: iar 00106b8c dear 0245ce8c
166,INFO,BGL,0,051104 094228 126148 INFO BGL|RAS.KERNEL: iar 00106bd8 dear 0245ceec
167,INFO,BGL,0,051104 094258 126178 INFO BGL|RAS.KERNEL: iar 0010681c dear 02f692fc
168,INFO,BGL,0,051104 094320 126200 INFO BGL|RAS.KERNEL: iar 00106b8c dear 0245cf5c
169,INFO,BGL,0,051104 095139 126699 INFO BGL|RAS.KERNEL: iar 00106bd8 dear 0245cf0c
170,INFO,BGL,0,051104 095218 126738 INFO BGL|RAS.KERNEL: iar 0010686c dear 02f6930c
171,INFO,BGL,0,051104 100007 127207 INFO BGL|RAS.KERNEL: iar 00106704 dear 0245b80c
172,INFO,BGL,0,051104 100107 127267 INFO BGL|RAS.KERNEL: iar 00106704 dear 0245d57c
173,INFO,BGL,0,051104 100148 127308 INFO BGL|RAS.KERNEL: iar 001063a0 dear 02f67e4c
174,INFO,BGL,0,051104 100600 127560 INFO BGL|RAS.KERNEL: iar 00106390 dear 02f67cfc
175,INFO,BGL,0,051104 100605 127565 INFO BGL|RAS.KERNEL: iar 00106704 dear 0245b6bc
176,INFO,BGL,0,051104 101434 128074 INFO BGL|RAS.KERNEL: iar 00105fd4 dear 0245a09c
177,INFO,BGL,0,051104 104156 129716 INFO BGL|RAS.KERNEL: iar 0010650c dear 0246a95c
178,INFO,BGL,0,051104 105552 130552 INFO BGL|RAS.KERNEL: iar 00106988 dear 02f7bd6c
179,INFO,BGL,0,051104 105633 130593 INFO BGL|RAS.KERNEL: iar 00106cf8 dear 0246f9fc
180,INFO,BGL,0,051104 133307 139987 INFO BGL|RAS.KERNEL: iar 001066ac dear 0252524c
181,INFO,BGL,0,051104 135319 141199 INFO BGL|RAS.KERNEL: iar 001066c4 dear 025251fc
182,INFO,BGL,0,051104 135325 141205 INFO BGL|RAS.KERNEL: iar 00106678 dear 0252523c
183,INFO,BGL,0,051104 140502 141902 INFO BGL|RAS.KERNEL: iar 001007b8 dear 065b4c7c
